,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,added_at,song_title,artists,Popularity,popularity
170,0.269,https://api.spotify.com/v1/audio-analysis/1ZLrDPgR7mvuTco3rQK8Pk,0.737,192453,0.747,1ZLrDPgR7mvuTco3rQK8Pk,0.0,10,0.219,-4.818,1,0.0323,105.943,4,https://api.spotify.com/v1/tracks/1ZLrDPgR7mvuTco3rQK8Pk,audio_features,spotify:track:1ZLrDPgR7mvuTco3rQK8Pk,0.447,2019-03-23T04:44:41Z,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,"SHAUN,Conor Maynard,Sam Feldt",,76
171,0.0541,https://api.spotify.com/v1/audio-analysis/0HaQySf17aAiELZAV6DPkQ,0.656,185144,0.91,0HaQySf17aAiELZAV6DPkQ,0.0,1,0.28,-2.539,1,0.135,128.039,4,https://api.spotify.com/v1/tracks/0HaQySf17aAiELZAV6DPkQ,audio_features,spotify:track:0HaQySf17aAiELZAV6DPkQ,0.304,2019-03-22T06:32:54Z,Feel Alive (feat. Katt Rockell) - Dzeko Remix,"DJ D-Sol,Katt Rockell,Dzeko",,41
172,0.247,https://api.spotify.com/v1/audio-analysis/5ql2mP9FUhB3SgMzv2akuO,0.657,195000,0.882,5ql2mP9FUhB3SgMzv2akuO,0.00202,0,0.112,-3.565,0,0.0456,127.994,4,https://api.spotify.com/v1/tracks/5ql2mP9FUhB3SgMzv2akuO,audio_features,spotify:track:5ql2mP9FUhB3SgMzv2akuO,0.179,2019-03-22T06:31:36Z,Heaven (feat. Veronica),"Dzeko,Riggi & Piros,Veronica",,68
173,0.00497,https://api.spotify.com/v1/audio-analysis/1hvIHTTJfxidaT0OUCtcYa,0.625,199385,0.961,1hvIHTTJfxidaT0OUCtcYa,0.841,6,0.626,-3.915,0,0.205,129.949,4,https://api.spotify.com/v1/tracks/1hvIHTTJfxidaT0OUCtcYa,audio_features,spotify:track:1hvIHTTJfxidaT0OUCtcYa,0.426,2019-03-22T06:30:58Z,Can You Feel It,"Tiësto,John Christian",,58
174,0.0209,https://api.spotify.com/v1/audio-analysis/4n7jnSxVLd8QioibtTDBDq,0.509,193798,0.689,4n7jnSxVLd8QioibtTDBDq,0.0,1,0.301,-4.929,0,0.102,170.087,4,https://api.spotify.com/v1/tracks/4n7jnSxVLd8QioibtTDBDq,audio_features,spotify:track:4n7jnSxVLd8QioibtTDBDq,0.297,2019-03-22T06:22:53Z,On My Way,"Alan Walker,Sabrina Carpenter,Farruko",,84
175,0.737,https://api.spotify.com/v1/audio-analysis/41zXlQxzTi6cGAjpOXyLYH,0.483,203569,0.412,41zXlQxzTi6cGAjpOXyLYH,0.0,7,0.116,-8.461,1,0.0402,170.163,3,https://api.spotify.com/v1/tracks/41zXlQxzTi6cGAjpOXyLYH,audio_features,spotify:track:41zXlQxzTi6cGAjpOXyLYH,0.247,2019-03-22T06:19:25Z,idontwannabeyouanymore,Billie Eilish,,82
176,0.979,https://api.spotify.com/v1/audio-analysis/14JzyD6FlBD5z0wV5P07YI,0.498,199931,0.104,14JzyD6FlBD5z0wV5P07YI,7.86e-05,1,0.0895,-14.08,0,0.0621,124.001,3,https://api.spotify.com/v1/tracks/14JzyD6FlBD5z0wV5P07YI,audio_features,spotify:track:14JzyD6FlBD5z0wV5P07YI,0.205,2019-03-22T06:19:19Z,when the party's over,Billie Eilish,,48
177,0.64,https://api.spotify.com/v1/audio-analysis/0Tel1fmuCxEFV6wBLXsEdk,0.589,280853,0.227,0Tel1fmuCxEFV6wBLXsEdk,0.00469,2,0.0248,-16.67,1,0.0498,74.993,4,https://api.spotify.com/v1/tracks/0Tel1fmuCxEFV6wBLXsEdk,audio_features,spotify:track:0Tel1fmuCxEFV6wBLXsEdk,0.182,2019-03-20T19:59:07Z,Kiss Me,Ed Sheeran,,71
178,0.00574,https://api.spotify.com/v1/audio-analysis/5giCRvTkp5GV5UIAORAOof,0.571,221533,0.697,5giCRvTkp5GV5UIAORAOof,0.0,0,0.0775,-4.255,1,0.0294,181.987,4,https://api.spotify.com/v1/tracks/5giCRvTkp5GV5UIAORAOof,audio_features,spotify:track:5giCRvTkp5GV5UIAORAOof,0.636,2019-03-19T07:03:07Z,If I Let You Go - Radio Edit,Westlife,,64
179,0.439,https://api.spotify.com/v1/audio-analysis/1ycllvcsoxffNpcw2EVCze,0.547,204253,0.556,1ycllvcsoxffNpcw2EVCze,0.0,10,0.0853,-6.237,1,0.0279,122.013,4,https://api.spotify.com/v1/tracks/1ycllvcsoxffNpcw2EVCze,audio_features,spotify:track:1ycllvcsoxffNpcw2EVCze,0.175,2019-03-19T07:02:49Z,Home,Westlife,,52
180,0.71,https://api.spotify.com/v1/audio-analysis/1DMEzmAoQIikcL52psptQL,0.646,179423,0.648,1DMEzmAoQIikcL52psptQL,0.00316,3,0.108,-8.602,1,0.0372,75.004,4,https://api.spotify.com/v1/tracks/1DMEzmAoQIikcL52psptQL,audio_features,spotify:track:1DMEzmAoQIikcL52psptQL,0.466,2019-03-17T01:31:02Z,TEST DRIVE,Joji,,72
181,0.252,https://api.spotify.com/v1/audio-analysis/35o9a4iAfLl5jRmqMX9c1D,0.575,230093,0.786,35o9a4iAfLl5jRmqMX9c1D,0.0,9,0.159,-4.353,1,0.0296,96.102,4,https://api.spotify.com/v1/tracks/35o9a4iAfLl5jRmqMX9c1D,audio_features,spotify:track:35o9a4iAfLl5jRmqMX9c1D,0.518,2019-03-16T21:59:22Z,Shape of My Heart,Backstreet Boys,,72
182,0.0623,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,0.791,156347,0.565,5icOoE6VgqFKohjWWNp0Ac,0.0,5,0.156,-3.933,0,0.0439,99.961,4,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,audio_features,spotify:track:5icOoE6VgqFKohjWWNp0Ac,0.181,2019-03-16T20:45:06Z,Here With Me,"Marshmello,CHVRCHES",,86
183,0.844,https://api.spotify.com/v1/audio-analysis/2iwKb075HoUFjyOVR8oAeI,0.537,198405,0.699,2iwKb075HoUFjyOVR8oAeI,0.022,7,0.128,-3.376,0,0.076,203.878,4,https://api.spotify.com/v1/tracks/2iwKb075HoUFjyOVR8oAeI,audio_features,spotify:track:2iwKb075HoUFjyOVR8oAeI,0.211,2019-03-16T07:56:38Z,Try me,"Plastic Toy,DJ Snake",,60
184,0.000753,https://api.spotify.com/v1/audio-analysis/3EKKIR8be1kfAAwaz1fzyS,0.59,195000,0.888,3EKKIR8be1kfAAwaz1fzyS,0.00535,0,0.817,-4.151,1,0.0797,128.025,4,https://api.spotify.com/v1/tracks/3EKKIR8be1kfAAwaz1fzyS,audio_features,spotify:track:3EKKIR8be1kfAAwaz1fzyS,0.0715,2019-03-16T06:59:30Z,Halfway There (feat. Lena Leon),"Tiësto,Dzeko,Lena Leon",,59
185,0.0627,https://api.spotify.com/v1/audio-analysis/0jPU39bL0SrCmYc1RwbFkX,0.47,197840,0.85,0jPU39bL0SrCmYc1RwbFkX,0.0,1,0.118,-2.825,0,0.0363,149.876,4,https://api.spotify.com/v1/tracks/0jPU39bL0SrCmYc1RwbFkX,audio_features,spotify:track:0jPU39bL0SrCmYc1RwbFkX,0.148,2019-03-14T03:20:04Z,Hero (feat. Christina Perri),"Cash Cash,Christina Perri",,40
186,0.033,https://api.spotify.com/v1/audio-analysis/7os1J5P6JqIxKSxq71QuQC,0.398,218132,0.873,7os1J5P6JqIxKSxq71QuQC,3e-06,4,0.128,-3.634,1,0.0523,128.8,4,https://api.spotify.com/v1/tracks/7os1J5P6JqIxKSxq71QuQC,audio_features,spotify:track:7os1J5P6JqIxKSxq71QuQC,0.149,2019-03-14T03:19:52Z,Hero (feat. Christina Perri) - Deep Mix,"Cash Cash,Christina Perri",,48
187,0.354,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,0.68,231267,0.563,7dt6x5M1jzdTEt8oCbisTK,0.0,10,0.136,-5.843,1,0.0454,145.028,4,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,audio_features,spotify:track:7dt6x5M1jzdTEt8oCbisTK,0.374,2019-03-14T01:53:55Z,Better Now,Post Malone,,85
188,0.176,https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33,0.694,184560,0.77,0E9ZjEAyAwOXZ7wJC0PD33,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33,audio_features,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,0.163,2019-03-14T01:05:14Z,In My Mind,"Dynoro,Gigi D'Agostino",,83
189,0.934,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,0.351,200186,0.296,0u2P5u6lvoDfwTYjAADbn4,0.0,4,0.095,-10.109,0,0.0333,115.284,4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,audio_features,spotify:track:0u2P5u6lvoDfwTYjAADbn4,0.12,2019-03-13T04:36:01Z,lovely (with Khalid),"Billie Eilish,Khalid",,87
190,0.269,https://api.spotify.com/v1/audio-analysis/73iA9tbFNvev9M8Q83Q93D,0.625,192551,0.731,73iA9tbFNvev9M8Q83Q93D,3.14e-06,5,0.203,-4.558,1,0.0543,95.882,4,https://api.spotify.com/v1/tracks/73iA9tbFNvev9M8Q83Q93D,audio_features,spotify:track:73iA9tbFNvev9M8Q83Q93D,0.631,2019-03-10T05:08:37Z,Too Good At Goodbyes - Galantis Remix,"Sam Smith,Galantis",,48
191,0.0721,https://api.spotify.com/v1/audio-analysis/6xb3sxgQFEyOZZpGMvyGPo,0.595,174286,0.659,6xb3sxgQFEyOZZpGMvyGPo,0.0,0,0.23,-4.472,0,0.0607,126.026,4,https://api.spotify.com/v1/tracks/6xb3sxgQFEyOZZpGMvyGPo,audio_features,spotify:track:6xb3sxgQFEyOZZpGMvyGPo,0.338,2019-03-08T22:08:56Z,Out Of My Mind - R3HAB Edit,"Skytech,R3HAB",,37
192,0.00918,https://api.spotify.com/v1/audio-analysis/6Sq3AiBZZEfiF21x6ESrI6,0.507,186207,0.813,6Sq3AiBZZEfiF21x6ESrI6,0.0,0,0.259,-5.7,0,0.0494,145.195,4,https://api.spotify.com/v1/tracks/6Sq3AiBZZEfiF21x6ESrI6,audio_features,spotify:track:6Sq3AiBZZEfiF21x6ESrI6,0.501,2019-03-07T16:35:20Z,Good Time - R3HAB Remix,"Ocean Park Standoff,R3HAB",,45
193,0.0508,https://api.spotify.com/v1/audio-analysis/0SuLAslEMFZAXf0SwY7syi,0.584,217603,0.569,0SuLAslEMFZAXf0SwY7syi,0.0,0,0.0924,-4.259,1,0.166,89.779,4,https://api.spotify.com/v1/tracks/0SuLAslEMFZAXf0SwY7syi,audio_features,spotify:track:0SuLAslEMFZAXf0SwY7syi,0.501,2019-03-06T05:52:07Z,All Time Low,Jon Bellion,,70
194,0.394,https://api.spotify.com/v1/audio-analysis/6SpLNCSAXgeQKTgQ8oF9C5,0.636,221681,0.539,6SpLNCSAXgeQKTgQ8oF9C5,0.501,4,0.107,-6.541,0,0.0326,90.013,4,https://api.spotify.com/v1/tracks/6SpLNCSAXgeQKTgQ8oF9C5,audio_features,spotify:track:6SpLNCSAXgeQKTgQ8oF9C5,0.119,2019-03-05T03:37:16Z,Urges,Lastlings,,30
195,0.0283,https://api.spotify.com/v1/audio-analysis/5b1k8soHjvcK3yfS1KGLEC,0.604,194062,0.635,5b1k8soHjvcK3yfS1KGLEC,0.0,4,0.0951,-3.182,1,0.0431,127.986,4,https://api.spotify.com/v1/tracks/5b1k8soHjvcK3yfS1KGLEC,audio_features,spotify:track:5b1k8soHjvcK3yfS1KGLEC,0.0765,2019-03-03T08:25:23Z,Coming Home,"Dash Berlin,Bo Bruce",,44
196,0.0215,https://api.spotify.com/v1/audio-analysis/4f1uvK6hM8LeNJEOS8LWgY,0.629,190760,0.572,4f1uvK6hM8LeNJEOS8LWgY,2.47e-05,0,0.215,-6.124,1,0.0653,71.975,4,https://api.spotify.com/v1/tracks/4f1uvK6hM8LeNJEOS8LWgY,audio_features,spotify:track:4f1uvK6hM8LeNJEOS8LWgY,0.265,2019-03-01T21:29:14Z,Leave a Light On - Jayson DeZuzio Remix,"Tom Walker,Jayson DeZuzio",,38
197,0.00682,https://api.spotify.com/v1/audio-analysis/0sle4wVReAnJFNTNWxMrY5,0.727,292500,0.877,0sle4wVReAnJFNTNWxMrY5,8.45e-05,6,0.201,-3.549,0,0.078,127.966,4,https://api.spotify.com/v1/tracks/0sle4wVReAnJFNTNWxMrY5,audio_features,spotify:track:0sle4wVReAnJFNTNWxMrY5,0.425,2019-03-01T21:23:02Z,Waiting For Love - Carnage & Headhunterz Remix,Avicii,,39
198,0.0618,https://api.spotify.com/v1/audio-analysis/58hjBuGWj43LQ6WjN3ZQAK,0.33,184000,0.793,58hjBuGWj43LQ6WjN3ZQAK,0.0,10,0.383,-4.628,0,0.155,180.162,4,https://api.spotify.com/v1/tracks/58hjBuGWj43LQ6WjN3ZQAK,audio_features,spotify:track:58hjBuGWj43LQ6WjN3ZQAK,0.279,2019-03-01T18:56:48Z,No Regrets (feat. Krewella),"KSHMR,Yves V,Krewella",,62
199,0.0175,https://api.spotify.com/v1/audio-analysis/1XBVkvA7EFAdM5uF5KVoDO,0.521,165000,0.955,1XBVkvA7EFAdM5uF5KVoDO,0.164,6,0.38,-2.685,0,0.0676,160.015,4,https://api.spotify.com/v1/tracks/1XBVkvA7EFAdM5uF5KVoDO,audio_features,spotify:track:1XBVkvA7EFAdM5uF5KVoDO,0.305,2019-03-01T16:57:26Z,The Light,"W&W,Kizuna AI",,44
200,0.0116,https://api.spotify.com/v1/audio-analysis/16MCjtjOSAnWAAAmQWHP9u,0.696,168000,0.793,16MCjtjOSAnWAAAmQWHP9u,0.000783,2,0.0626,-4.504,0,0.0402,110.061,4,https://api.spotify.com/v1/tracks/16MCjtjOSAnWAAAmQWHP9u,audio_features,spotify:track:16MCjtjOSAnWAAAmQWHP9u,0.374,2019-02-28T04:59:49Z,Can't Bring Me Down,Quintino,,58
201,0.0482,https://api.spotify.com/v1/audio-analysis/2ayFvkO2Nq2lkfiKXDB08h,0.621,154442,0.685,2ayFvkO2Nq2lkfiKXDB08h,0.87,7,0.559,-4.787,0,0.0565,129.951,4,https://api.spotify.com/v1/tracks/2ayFvkO2Nq2lkfiKXDB08h,audio_features,spotify:track:2ayFvkO2Nq2lkfiKXDB08h,0.398,2019-02-26T13:30:34Z,Starflight,"R3HAB,Skytech",,52
202,0.544,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,0.515,209274,0.479,0rKtyWc8bvkriBthvHKY8d,0.00598,3,0.191,-7.458,1,0.0261,88.964,4,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,audio_features,spotify:track:0rKtyWc8bvkriBthvHKY8d,0.284,2019-02-26T13:29:52Z,SLOW DANCING IN THE DARK,Joji,,80
203,0.333,https://api.spotify.com/v1/audio-analysis/0n7Ij8XEDfYYFRgBQjNjnf,0.552,207840,0.521,0n7Ij8XEDfYYFRgBQjNjnf,0.0,9,0.0901,-6.721,1,0.0286,144.027,4,https://api.spotify.com/v1/tracks/0n7Ij8XEDfYYFRgBQjNjnf,audio_features,spotify:track:0n7Ij8XEDfYYFRgBQjNjnf,0.142,2019-02-25T06:37:53Z,愛你,Kimberley Chen,,54
204,0.00814,https://api.spotify.com/v1/audio-analysis/2d0UsAbvuAiCyR4oV6fiOq,0.34,245784,0.923,2d0UsAbvuAiCyR4oV6fiOq,0.000829,0,0.385,-3.864,0,0.131,127.789,4,https://api.spotify.com/v1/tracks/2d0UsAbvuAiCyR4oV6fiOq,audio_features,spotify:track:2d0UsAbvuAiCyR4oV6fiOq,0.13,2019-02-24T23:02:14Z,Supersonic (feat. Christian Burns),"Swanky Tunes,Christian Burns",,51
205,0.0214,https://api.spotify.com/v1/audio-analysis/52EB2Gk1nkxZmbomJOXUde,0.517,157333,0.793,52EB2Gk1nkxZmbomJOXUde,0.00046,6,0.0892,-5.851,0,0.0367,90.06,4,https://api.spotify.com/v1/tracks/52EB2Gk1nkxZmbomJOXUde,audio_features,spotify:track:52EB2Gk1nkxZmbomJOXUde,0.176,2019-02-24T23:01:47Z,Are You Lonely (feat. ISÁK),"Steve Aoki,Alan Walker,ISÁK",,71
206,0.00426,https://api.spotify.com/v1/audio-analysis/5CNI7v56sgXCS4KKobp8uL,0.718,229755,0.974,5CNI7v56sgXCS4KKobp8uL,0.279,1,0.0529,-3.632,1,0.0465,125.001,4,https://api.spotify.com/v1/tracks/5CNI7v56sgXCS4KKobp8uL,audio_features,spotify:track:5CNI7v56sgXCS4KKobp8uL,0.423,2019-02-24T04:08:57Z,Bombjack (feat. Ambush),"Ummet Ozcan,Ambush",,33
207,0.025,https://api.spotify.com/v1/audio-analysis/4VL2XUsn5dHQYdf5nPHGdM,0.654,202440,0.877,4VL2XUsn5dHQYdf5nPHGdM,0.0,1,0.0699,-2.988,1,0.045,118.499,4,https://api.spotify.com/v1/tracks/4VL2XUsn5dHQYdf5nPHGdM,audio_features,spotify:track:4VL2XUsn5dHQYdf5nPHGdM,0.561,2019-02-21T13:45:41Z,Best Song Ever,One Direction,,43
208,0.129,https://api.spotify.com/v1/audio-analysis/1ahVFh0ViDZr8LvkEVlq3B,0.44,207095,0.635,1ahVFh0ViDZr8LvkEVlq3B,0.0,11,0.121,-6.385,1,0.0326,128.133,4,https://api.spotify.com/v1/tracks/1ahVFh0ViDZr8LvkEVlq3B,audio_features,spotify:track:1ahVFh0ViDZr8LvkEVlq3B,0.327,2019-02-21T13:12:46Z,No Sleep (feat. Bonn),"Martin Garrix,Bonn",,78
209,0.00281,https://api.spotify.com/v1/audio-analysis/04ZTP5KsCypmtCmQg5tH9R,0.63,195519,0.694,04ZTP5KsCypmtCmQg5tH9R,0.0,11,0.0719,-6.257,0,0.0253,97.005,4,https://api.spotify.com/v1/tracks/04ZTP5KsCypmtCmQg5tH9R,audio_features,spotify:track:04ZTP5KsCypmtCmQg5tH9R,0.216,2019-02-21T04:59:59Z,I'm a Mess,Bebe Rexha,,79
210,0.0139,https://api.spotify.com/v1/audio-analysis/66U2Ud0RBGfQ0ZQrI2m8FC,0.53,254556,0.777,66U2Ud0RBGfQ0ZQrI2m8FC,1.69e-05,1,0.27,-6.343,0,0.0515,144.016,4,https://api.spotify.com/v1/tracks/66U2Ud0RBGfQ0ZQrI2m8FC,audio_features,spotify:track:66U2Ud0RBGfQ0ZQrI2m8FC,0.413,2019-02-21T04:58:09Z,Just For A Moment (feat. Iselin),"Gryffin,Iselin",,67
211,0.00304,https://api.spotify.com/v1/audio-analysis/0OHNgFbrZmGltEeP9tq8ze,0.562,158786,0.968,0OHNgFbrZmGltEeP9tq8ze,0.85,8,0.344,-3.86,1,0.116,140.069,4,https://api.spotify.com/v1/tracks/0OHNgFbrZmGltEeP9tq8ze,audio_features,spotify:track:0OHNgFbrZmGltEeP9tq8ze,0.132,2019-02-21T04:41:12Z,Ready To Rave,"W&W,Armin van Buuren",,23
212,0.00264,https://api.spotify.com/v1/audio-analysis/7GX5flRQZVHRAGd6B4TmDO,0.732,182707,0.75,7GX5flRQZVHRAGd6B4TmDO,0.0,11,0.109,-6.366,0,0.231,155.096,4,https://api.spotify.com/v1/tracks/7GX5flRQZVHRAGd6B4TmDO,audio_features,spotify:track:7GX5flRQZVHRAGd6B4TmDO,0.401,2019-02-21T04:38:42Z,XO TOUR Llif3,Lil Uzi Vert,,81
213,0.0529,https://api.spotify.com/v1/audio-analysis/2ahVZ2x6SR3v79yxeh9q17,0.664,204375,0.941,2ahVZ2x6SR3v79yxeh9q17,6.24e-05,11,0.0639,-3.714,0,0.0538,128.017,4,https://api.spotify.com/v1/tracks/2ahVZ2x6SR3v79yxeh9q17,audio_features,spotify:track:2ahVZ2x6SR3v79yxeh9q17,0.588,2019-02-21T02:14:23Z,All My Love (feat. Conor Maynard) - Sagan Remix,"Cash Cash,Conor Maynard,Sagan",,45
214,0.342,https://api.spotify.com/v1/audio-analysis/7egj375ez0KtF3bYCfAHdZ,0.582,230000,0.681,7egj375ez0KtF3bYCfAHdZ,0.0,5,0.186,-6.138,1,0.0458,95.995,4,https://api.spotify.com/v1/tracks/7egj375ez0KtF3bYCfAHdZ,audio_features,spotify:track:7egj375ez0KtF3bYCfAHdZ,0.273,2019-02-20T06:35:35Z,Crashing (feat. Bahari),"ILLENIUM,Bahari",,67
215,0.0122,https://api.spotify.com/v1/audio-analysis/3nClnL9F0yg0sn5T5N5FBo,0.428,216364,0.886,3nClnL9F0yg0sn5T5N5FBo,0.779,2,0.272,-3.908,0,0.208,132.176,4,https://api.spotify.com/v1/tracks/3nClnL9F0yg0sn5T5N5FBo,audio_features,spotify:track:3nClnL9F0yg0sn5T5N5FBo,0.108,2019-02-19T22:45:03Z,Dragon,NWYR,,43
216,0.0184,https://api.spotify.com/v1/audio-analysis/18vGqlZqxpAwlepFrqIkOG,0.496,183281,0.919,18vGqlZqxpAwlepFrqIkOG,4.03e-05,11,0.338,-3.667,0,0.0497,127.962,4,https://api.spotify.com/v1/tracks/18vGqlZqxpAwlepFrqIkOG,audio_features,spotify:track:18vGqlZqxpAwlepFrqIkOG,0.177,2019-02-19T22:33:30Z,Chase The Sun,"Hardwell,Dannic,Kelli-Leigh",,57
217,0.0635,https://api.spotify.com/v1/audio-analysis/4Tvw0lweq9l2JPQKFbpbBQ,0.647,192402,0.795,4Tvw0lweq9l2JPQKFbpbBQ,0.0,1,0.188,-3.548,0,0.0372,127.992,4,https://api.spotify.com/v1/tracks/4Tvw0lweq9l2JPQKFbpbBQ,audio_features,spotify:track:4Tvw0lweq9l2JPQKFbpbBQ,0.409,2019-02-19T17:00:58Z,Better When You're Gone,"David Guetta,Brooks,Loote",,75
218,0.00252,https://api.spotify.com/v1/audio-analysis/71K3X37anJmwBNyTqvKC2A,0.604,164762,0.934,71K3X37anJmwBNyTqvKC2A,0.729,10,0.786,-5.211,0,0.0672,126.012,4,https://api.spotify.com/v1/tracks/71K3X37anJmwBNyTqvKC2A,audio_features,spotify:track:71K3X37anJmwBNyTqvKC2A,0.322,2019-02-19T06:04:24Z,Antares,DubVision,,40
219,0.000615,https://api.spotify.com/v1/audio-analysis/4DHIUi97i2EQrZxhuwuCKh,0.523,217500,0.75,4DHIUi97i2EQrZxhuwuCKh,0.00137,6,0.122,-5.533,1,0.0398,136.03,4,https://api.spotify.com/v1/tracks/4DHIUi97i2EQrZxhuwuCKh,audio_features,spotify:track:4DHIUi97i2EQrZxhuwuCKh,0.346,2019-02-19T06:03:52Z,Take Everything - STANDERWICK Remix,"Gareth Emery,Emma Hewitt,STANDERWICK",,44
220,0.0064,https://api.spotify.com/v1/audio-analysis/31kbDDPbZrxB6jgjgG1HPy,0.726,248672,0.704,31kbDDPbZrxB6jgjgG1HPy,0.000447,0,0.107,-5.338,1,0.0236,127.999,4,https://api.spotify.com/v1/tracks/31kbDDPbZrxB6jgjgG1HPy,audio_features,spotify:track:31kbDDPbZrxB6jgjgG1HPy,0.347,2019-02-19T05:47:08Z,Love Story - Original Version,Violet Light,,30
221,0.0588,https://api.spotify.com/v1/audio-analysis/2YzmfPLqUx5CJOaw5ThsBV,0.791,202636,0.839,2YzmfPLqUx5CJOaw5ThsBV,6.26e-05,11,0.259,-4.284,1,0.266,170.113,4,https://api.spotify.com/v1/tracks/2YzmfPLqUx5CJOaw5ThsBV,audio_features,spotify:track:2YzmfPLqUx5CJOaw5ThsBV,0.383,2019-02-19T03:34:38Z,Plain Jane REMIX,"A$AP Ferg,Nicki Minaj",,66
222,0.0136,https://api.spotify.com/v1/audio-analysis/6W84IrImCzWb6DISg7sI5j,0.676,202857,0.863,6W84IrImCzWb6DISg7sI5j,0.000311,6,0.515,-5.437,0,0.0606,125.975,4,https://api.spotify.com/v1/tracks/6W84IrImCzWb6DISg7sI5j,audio_features,spotify:track:6W84IrImCzWb6DISg7sI5j,0.411,2019-02-17T10:18:12Z,Big Words,Klaas,,55
223,0.225,https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg,0.6,245493,0.663,4nVBt6MZDDP6tRVdQTgxJg,0.0,3,0.119,-5.802,1,0.0477,121.07,4,https://api.spotify.com/v1/tracks/4nVBt6MZDDP6tRVdQTgxJg,audio_features,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,0.286,2019-02-16T02:36:38Z,Story of My Life,One Direction,,75
224,0.000387,https://api.spotify.com/v1/audio-analysis/03mkbTQ3unUjfu09aUS22t,0.511,204923,0.767,03mkbTQ3unUjfu09aUS22t,0.0,1,0.261,-7.028,1,0.043,97.136,4,https://api.spotify.com/v1/tracks/03mkbTQ3unUjfu09aUS22t,audio_features,spotify:track:03mkbTQ3unUjfu09aUS22t,0.173,2019-02-16T00:44:07Z,High Love,"Badflite,Kyle Reynolds",,39
225,0.17,https://api.spotify.com/v1/audio-analysis/6xUy203RnyyOfbqf96Nven,0.407,167857,0.789,6xUy203RnyyOfbqf96Nven,0.0,7,0.126,-4.229,0,0.282,92.933,4,https://api.spotify.com/v1/tracks/6xUy203RnyyOfbqf96Nven,audio_features,spotify:track:6xUy203RnyyOfbqf96Nven,0.687,2019-02-16T00:34:40Z,Selfish,"Dimitri Vegas & Like Mike,Era Istrefi,Dimitri Vegas",,68
226,0.0829,https://api.spotify.com/v1/audio-analysis/7IZ7S595rr4Q3E1Zga1Jev,0.607,189401,0.74,7IZ7S595rr4Q3E1Zga1Jev,0.0,4,0.105,-4.793,0,0.172,108.05,4,https://api.spotify.com/v1/tracks/7IZ7S595rr4Q3E1Zga1Jev,audio_features,spotify:track:7IZ7S595rr4Q3E1Zga1Jev,0.219,2019-02-15T23:13:50Z,Only You,"Cheat Codes,Little Mix",,61
227,0.0399,https://api.spotify.com/v1/audio-analysis/11Iv8RCFmeImLOpaHYxKb4,0.775,185120,0.726,11Iv8RCFmeImLOpaHYxKb4,0.0235,9,0.11,-5.629,1,0.0369,126.999,4,https://api.spotify.com/v1/tracks/11Iv8RCFmeImLOpaHYxKb4,audio_features,spotify:track:11Iv8RCFmeImLOpaHYxKb4,0.206,2019-02-15T07:39:13Z,Stereo Love - Radio Edit,"Edward Maya,Vika Jigulina",,56
228,0.0395,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,0.837,288624,0.636,2t8yVaLvJ0RenpXUIAC52d,0.00125,1,0.342,-7.643,1,0.086,145.972,4,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,audio_features,spotify:track:2t8yVaLvJ0RenpXUIAC52d,0.274,2019-02-13T05:06:11Z,a lot,21 Savage,,81
229,0.135,https://api.spotify.com/v1/audio-analysis/4QVS8YCpK71R4FsxSMCjhP,0.548,218296,0.839,4QVS8YCpK71R4FsxSMCjhP,0.0,6,0.102,-2.371,1,0.0644,98.932,4,https://api.spotify.com/v1/tracks/4QVS8YCpK71R4FsxSMCjhP,audio_features,spotify:track:4QVS8YCpK71R4FsxSMCjhP,0.314,2019-02-13T01:38:07Z,Tie Me Down (with Elley Duhé),"Gryffin,Elley Duhé",,71
