,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,added_at,song_title,artists,Popularity,popularity
0,0.0305,https://api.spotify.com/v1/audio-analysis/5kldIyD365H9iq8Cz1Jb5F,0.625,212286,0.836,5kldIyD365H9iq8Cz1Jb5F,0.0,8,0.0867,-2.884,0,0.224,105.023,4,https://api.spotify.com/v1/tracks/5kldIyD365H9iq8Cz1Jb5F,audio_features,spotify:track:5kldIyD365H9iq8Cz1Jb5F,0.675,2019-07-26T03:04:46Z,My Best Life (feat. Mike Waters),"KSHMR,Mike Waters",,62
1,0.262,https://api.spotify.com/v1/audio-analysis/2zzwSQ5xhBsZ5FoYv4IS82,0.725,214737,0.68,2zzwSQ5xhBsZ5FoYv4IS82,0.000418,0,0.111,-7.724,0,0.144,114.101,4,https://api.spotify.com/v1/tracks/2zzwSQ5xhBsZ5FoYv4IS82,audio_features,spotify:track:2zzwSQ5xhBsZ5FoYv4IS82,0.454,2019-07-25T21:30:52Z,Recognize (feat. Majid Jordan),"DJ Snake,Majid Jordan",,0
2,0.03,https://api.spotify.com/v1/audio-analysis/0pSL76Z9uhRAfFd09VmF24,0.585,231037,0.949,0pSL76Z9uhRAfFd09VmF24,0.78,5,0.109,-1.956,0,0.0398,159.941,4,https://api.spotify.com/v1/tracks/0pSL76Z9uhRAfFd09VmF24,audio_features,spotify:track:0pSL76Z9uhRAfFd09VmF24,0.592,2019-07-25T18:51:50Z,When The Lights Go Down,DJ Snake,,0
3,0.12,https://api.spotify.com/v1/audio-analysis/6wo37KVqFJhtuxPTpLCcfe,0.294,209893,0.505,6wo37KVqFJhtuxPTpLCcfe,0.0,3,0.0977,-8.106,1,0.042,85.332,1,https://api.spotify.com/v1/tracks/6wo37KVqFJhtuxPTpLCcfe,audio_features,spotify:track:6wo37KVqFJhtuxPTpLCcfe,0.357,2019-07-24T17:00:15Z,Takeaway (with ILLENIUM & Lennon Stella),"The Chainsmokers,ILLENIUM,Lennon Stella",,0
4,0.0666,https://api.spotify.com/v1/audio-analysis/2tG3ozpawkCEAYDDuvMEFh,0.635,220952,0.945,2tG3ozpawkCEAYDDuvMEFh,0.0712,2,0.0563,-3.678,0,0.0722,125.957,4,https://api.spotify.com/v1/tracks/2tG3ozpawkCEAYDDuvMEFh,audio_features,spotify:track:2tG3ozpawkCEAYDDuvMEFh,0.163,2019-07-22T23:40:58Z,Show Me,"Jasted,Foxa,Joellé",,30
5,0.463,https://api.spotify.com/v1/audio-analysis/5F2AuFzEiuAQD0JVNjVJQz,0.764,177653,0.725,5F2AuFzEiuAQD0JVNjVJQz,5.91e-06,7,0.109,-8.812,1,0.0576,100.063,4,https://api.spotify.com/v1/tracks/5F2AuFzEiuAQD0JVNjVJQz,audio_features,spotify:track:5F2AuFzEiuAQD0JVNjVJQz,0.0794,2019-07-21T18:22:41Z,Let Go,Beau Young Prince,,66
6,0.000281,https://api.spotify.com/v1/audio-analysis/1sJtUQHhEypas3n0xyIBfx,0.471,182273,0.921,1sJtUQHhEypas3n0xyIBfx,0.00183,2,0.636,-5.109,1,0.0816,132.074,4,https://api.spotify.com/v1/tracks/1sJtUQHhEypas3n0xyIBfx,audio_features,spotify:track:1sJtUQHhEypas3n0xyIBfx,0.151,2019-07-21T06:51:28Z,The Prophecy - KAAZE Remode,"Timmy Trumpet,Maddix,KAAZE",,38
7,0.0794,https://api.spotify.com/v1/audio-analysis/1z1Hg7Vb0AhHDiEmnDE79l,0.675,176616,0.931,1z1Hg7Vb0AhHDiEmnDE79l,2.33e-05,1,0.11,-3.432,0,0.0742,124.008,4,https://api.spotify.com/v1/tracks/1z1Hg7Vb0AhHDiEmnDE79l,audio_features,spotify:track:1z1Hg7Vb0AhHDiEmnDE79l,0.613,2019-07-21T05:49:56Z,All the Time - Don Diablo Remix,"Zara Larsson,Don Diablo",,63
8,0.166,https://api.spotify.com/v1/audio-analysis/3Kuu5vASpXK8oRsxOvau6P,0.673,208567,0.596,3Kuu5vASpXK8oRsxOvau6P,0.0,10,0.11,-7.891,1,0.0354,123.969,4,https://api.spotify.com/v1/tracks/3Kuu5vASpXK8oRsxOvau6P,audio_features,spotify:track:3Kuu5vASpXK8oRsxOvau6P,0.19,2019-07-21T05:49:14Z,Think About You,"Kygo,Valerie Broussard",,73
9,0.0976,https://api.spotify.com/v1/audio-analysis/4fC6tDEFmSBBCRBUOPeQ8b,0.621,181040,0.898,4fC6tDEFmSBBCRBUOPeQ8b,1.08e-05,10,0.404,-4.569,1,0.0401,124.018,4,https://api.spotify.com/v1/tracks/4fC6tDEFmSBBCRBUOPeQ8b,audio_features,spotify:track:4fC6tDEFmSBBCRBUOPeQ8b,0.332,2019-07-21T05:48:56Z,Think About You - Galantis Remix,"Kygo,Valerie Broussard,Galantis",,63
10,0.0337,https://api.spotify.com/v1/audio-analysis/6VP3410weACXiPCVLKSkOb,0.679,183934,0.866,6VP3410weACXiPCVLKSkOb,0.0,2,0.0688,-3.754,1,0.0566,121.927,4,https://api.spotify.com/v1/tracks/6VP3410weACXiPCVLKSkOb,audio_features,spotify:track:6VP3410weACXiPCVLKSkOb,0.441,2019-07-21T05:48:37Z,Not Ok - Frank Walker Remix,"Kygo,Chelsea Cutler,Frank Walker",,65
11,0.00323,https://api.spotify.com/v1/audio-analysis/1XJn3e5IG7Nsm2g19KIBBa,0.653,198612,0.916,1XJn3e5IG7Nsm2g19KIBBa,0.927,9,0.0988,-4.403,1,0.0629,128.016,4,https://api.spotify.com/v1/tracks/1XJn3e5IG7Nsm2g19KIBBa,audio_features,spotify:track:1XJn3e5IG7Nsm2g19KIBBa,0.243,2019-07-21T05:47:33Z,It Goes Like,Afrojack,,49
12,0.0394,https://api.spotify.com/v1/audio-analysis/1n1wpGKS5HypZLZBDEcuRz,0.586,228750,0.865,1n1wpGKS5HypZLZBDEcuRz,0.0,7,0.231,-5.291,0,0.111,128.131,4,https://api.spotify.com/v1/tracks/1n1wpGKS5HypZLZBDEcuRz,audio_features,spotify:track:1n1wpGKS5HypZLZBDEcuRz,0.507,2019-07-21T05:47:27Z,Rise (ft. Matluck) - Afrojack Remix,"Nicky Romero,Stadiumx,Matluck,Afrojack",,30
13,0.0052,https://api.spotify.com/v1/audio-analysis/2Y6I8OVTgvz1Yuch4oQJcO,0.406,251446,0.91,2Y6I8OVTgvz1Yuch4oQJcO,0.00236,10,0.0783,-3.916,0,0.0594,127.974,4,https://api.spotify.com/v1/tracks/2Y6I8OVTgvz1Yuch4oQJcO,audio_features,spotify:track:2Y6I8OVTgvz1Yuch4oQJcO,0.239,2019-07-21T05:46:33Z,Say My Name (feat. Bebe Rexha & J Balvin) - Afrojack & Chasner Remix,"David Guetta,Bebe Rexha,J Balvin,Afrojack,Chasner",,62
14,0.014,https://api.spotify.com/v1/audio-analysis/5xFZiW98mwT5S3mh8O9BUt,0.594,255484,0.65,5xFZiW98mwT5S3mh8O9BUt,0.0142,10,0.267,-5.073,1,0.0404,126.0,4,https://api.spotify.com/v1/tracks/5xFZiW98mwT5S3mh8O9BUt,audio_features,spotify:track:5xFZiW98mwT5S3mh8O9BUt,0.106,2019-07-21T02:15:47Z,United We Dance - Vicetone Edit,Vicetone,,51
15,0.00131,https://api.spotify.com/v1/audio-analysis/7B1Dl3tXqySkB8OPEwVvSu,0.596,234360,0.952,7B1Dl3tXqySkB8OPEwVvSu,0.0,7,0.598,-4.364,1,0.0873,127.945,4,https://api.spotify.com/v1/tracks/7B1Dl3tXqySkB8OPEwVvSu,audio_features,spotify:track:7B1Dl3tXqySkB8OPEwVvSu,0.571,2019-07-20T05:43:29Z,We'll Be Coming Back (feat. Example),"Calvin Harris,Example",,61
16,0.0567,https://api.spotify.com/v1/audio-analysis/35lAG40g1DKKTvuXUyXqvd,0.583,218079,0.861,35lAG40g1DKKTvuXUyXqvd,1.23e-05,10,0.0836,-2.769,0,0.0728,128.044,4,https://api.spotify.com/v1/tracks/35lAG40g1DKKTvuXUyXqvd,audio_features,spotify:track:35lAG40g1DKKTvuXUyXqvd,0.269,2019-07-20T02:32:56Z,Wicked Ways (feat. Stella Rio),"DVBBS,Stella Rio",,38
17,0.0536,https://api.spotify.com/v1/audio-analysis/5YN0zHycJ0Yxz31A5QsVov,0.687,188656,0.707,5YN0zHycJ0Yxz31A5QsVov,9.29e-05,4,0.16,-6.19,1,0.0328,127.033,4,https://api.spotify.com/v1/tracks/5YN0zHycJ0Yxz31A5QsVov,audio_features,spotify:track:5YN0zHycJ0Yxz31A5QsVov,0.607,2019-07-19T20:53:35Z,These Are The Times (feat. JRM),"Martin Garrix,JRM",,69
18,0.303,https://api.spotify.com/v1/audio-analysis/3UMjZ9bAT1AnpcWD4aKyP8,0.767,240572,0.755,3UMjZ9bAT1AnpcWD4aKyP8,3.62e-05,11,0.105,-3.938,0,0.03,120.978,4,https://api.spotify.com/v1/tracks/3UMjZ9bAT1AnpcWD4aKyP8,audio_features,spotify:track:3UMjZ9bAT1AnpcWD4aKyP8,0.631,2019-07-18T23:03:31Z,DINOSAUR,AKDONG MUSICIAN,,55
19,0.674,https://api.spotify.com/v1/audio-analysis/6owKuyHxUqidcAA6fPKSyy,0.705,222146,0.347,6owKuyHxUqidcAA6fPKSyy,0.0,2,0.12,-8.249,1,0.0301,80.057,4,https://api.spotify.com/v1/tracks/6owKuyHxUqidcAA6fPKSyy,audio_features,spotify:track:6owKuyHxUqidcAA6fPKSyy,0.36,2019-07-18T03:15:29Z,We Can't Stop,"Boyce Avenue,Bea Miller",,64
20,0.207,https://api.spotify.com/v1/audio-analysis/5vckEy9NZ6kirDU4UX4bVl,0.587,192000,0.85,5vckEy9NZ6kirDU4UX4bVl,0.0,11,0.64,-3.904,0,0.0654,127.914,4,https://api.spotify.com/v1/tracks/5vckEy9NZ6kirDU4UX4bVl,audio_features,spotify:track:5vckEy9NZ6kirDU4UX4bVl,0.528,2019-07-17T20:38:54Z,Never Be Lonely (feat. Envy Monroe),"Blasterjaxx,Envy Monroe",,53
21,0.0221,https://api.spotify.com/v1/audio-analysis/6XemQkX3lgqDC21nNdbdVw,0.644,166762,0.59,6XemQkX3lgqDC21nNdbdVw,0.0,6,0.18,-6.358,0,0.168,87.915,4,https://api.spotify.com/v1/tracks/6XemQkX3lgqDC21nNdbdVw,audio_features,spotify:track:6XemQkX3lgqDC21nNdbdVw,0.669,2019-07-17T05:08:18Z,Lips Don't Lie (feat. A Boogie Wit da Hoodie),"Ally Brooke,A Boogie Wit da Hoodie",,68
22,0.0934,https://api.spotify.com/v1/audio-analysis/4Sp0jLZN8MgPnoGDufJS7N,0.478,204199,0.848,4Sp0jLZN8MgPnoGDufJS7N,0.0,1,0.0925,-3.85,0,0.0431,149.936,4,https://api.spotify.com/v1/tracks/4Sp0jLZN8MgPnoGDufJS7N,audio_features,spotify:track:4Sp0jLZN8MgPnoGDufJS7N,0.48,2019-07-17T05:05:20Z,On My Way - Da Tweekaz Remix,"Alan Walker,Sabrina Carpenter,Farruko,Da Tweekaz",,65
23,0.429,https://api.spotify.com/v1/audio-analysis/3jwQwGVERUXo7eaAgL1xAo,0.493,193548,0.773,3jwQwGVERUXo7eaAgL1xAo,7.07e-06,5,0.0807,-3.791,0,0.157,123.149,4,https://api.spotify.com/v1/tracks/3jwQwGVERUXo7eaAgL1xAo,audio_features,spotify:track:3jwQwGVERUXo7eaAgL1xAo,0.301,2019-07-16T22:54:42Z,Sixteen - Don Diablo Remix,"Ellie Goulding,Don Diablo",,63
24,0.208,https://api.spotify.com/v1/audio-analysis/1IoA7fqXfbjndYJTdrQLZn,0.57,198867,0.786,1IoA7fqXfbjndYJTdrQLZn,0.0,1,0.0748,-5.212,0,0.113,128.158,4,https://api.spotify.com/v1/tracks/1IoA7fqXfbjndYJTdrQLZn,audio_features,spotify:track:1IoA7fqXfbjndYJTdrQLZn,0.16,2019-07-16T22:54:01Z,Untouchable (feat. Aimee Dalton),"Will Sparks,Aimee Dalton",,55
25,0.00733,https://api.spotify.com/v1/audio-analysis/55nMnifaQWKe3f9cbwOXwx,0.69,255238,0.78,55nMnifaQWKe3f9cbwOXwx,0.00183,5,0.0729,-4.446,0,0.0594,126.07,4,https://api.spotify.com/v1/tracks/55nMnifaQWKe3f9cbwOXwx,audio_features,spotify:track:55nMnifaQWKe3f9cbwOXwx,0.238,2019-07-16T04:43:58Z,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,"Martin Garrix,Macklemore,Fall Out Boy,Tiësto",,54
26,0.0105,https://api.spotify.com/v1/audio-analysis/6AfvfheW6VzyV1MNyZ9XXd,0.628,205584,0.98,6AfvfheW6VzyV1MNyZ9XXd,0.0687,5,0.444,-2.776,0,0.0766,128.093,4,https://api.spotify.com/v1/tracks/6AfvfheW6VzyV1MNyZ9XXd,audio_features,spotify:track:6AfvfheW6VzyV1MNyZ9XXd,0.464,2019-07-16T04:42:41Z,Rave (feat. Kris Kiss),"Steve Aoki,Showtek,MAKJ,Kris Kiss",,65
27,0.0404,https://api.spotify.com/v1/audio-analysis/1DFD5Fotzgn6yYXkYsKiGs,0.677,152913,0.744,1DFD5Fotzgn6yYXkYsKiGs,0.00016,10,0.074,-6.806,0,0.0295,124.08,4,https://api.spotify.com/v1/tracks/1DFD5Fotzgn6yYXkYsKiGs,audio_features,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,0.631,2019-07-16T04:42:19Z,Piece Of Your Heart,"MEDUZA,Goodboys",,91
28,0.785,https://api.spotify.com/v1/audio-analysis/35dEFabeYvGLrOMc9c1tES,0.575,222868,0.461,35dEFabeYvGLrOMc9c1tES,1.75e-05,4,0.13,-5.153,1,0.0317,79.971,4,https://api.spotify.com/v1/tracks/35dEFabeYvGLrOMc9c1tES,audio_features,spotify:track:35dEFabeYvGLrOMc9c1tES,0.266,2019-07-16T04:28:35Z,"무제(無題) (Untitled, 2014)",G-DRAGON,,58
29,0.589,https://api.spotify.com/v1/audio-analysis/6gQZdC2Dt17ReLDsXICNRt,0.552,231442,0.319,6gQZdC2Dt17ReLDsXICNRt,0.109,7,0.112,-10.8,1,0.0285,117.992,4,https://api.spotify.com/v1/tracks/6gQZdC2Dt17ReLDsXICNRt,audio_features,spotify:track:6gQZdC2Dt17ReLDsXICNRt,0.206,2019-07-16T01:03:53Z,Wayward One,Jillian Rae,,31
30,0.000939,https://api.spotify.com/v1/audio-analysis/0noVd1VU93X8TEZMmpR3yN,0.663,450912,0.624,0noVd1VU93X8TEZMmpR3yN,0.889,7,0.0666,-6.923,0,0.0324,126.026,4,https://api.spotify.com/v1/tracks/0noVd1VU93X8TEZMmpR3yN,audio_features,spotify:track:0noVd1VU93X8TEZMmpR3yN,0.63,2019-07-14T20:11:02Z,Pjanoo - Club Mix,Eric Prydz,,42
31,0.259,https://api.spotify.com/v1/audio-analysis/2yAVzRiEQooPEJ9SYx11L3,0.822,283748,0.969,2yAVzRiEQooPEJ9SYx11L3,0.000162,7,0.39,-11.471,0,0.0582,128.007,4,https://api.spotify.com/v1/tracks/2yAVzRiEQooPEJ9SYx11L3,audio_features,spotify:track:2yAVzRiEQooPEJ9SYx11L3,0.765,2019-07-14T20:09:29Z,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,"Eiffel 65,Gabry Ponte",,71
32,0.121,https://api.spotify.com/v1/audio-analysis/7jley98gCQFueQ5MCaFWIb,0.721,223547,0.737,7jley98gCQFueQ5MCaFWIb,0.0,5,0.165,-2.734,0,0.0324,97.996,4,https://api.spotify.com/v1/tracks/7jley98gCQFueQ5MCaFWIb,audio_features,spotify:track:7jley98gCQFueQ5MCaFWIb,0.931,2019-07-14T20:07:26Z,All Rise,Blue,,61
33,0.0784,https://api.spotify.com/v1/audio-analysis/7nv8yYS0r5p0FUP7hlUOyY,0.466,184013,0.827,7nv8yYS0r5p0FUP7hlUOyY,0.122,1,0.0966,-4.809,0,0.0392,120.01,4,https://api.spotify.com/v1/tracks/7nv8yYS0r5p0FUP7hlUOyY,audio_features,spotify:track:7nv8yYS0r5p0FUP7hlUOyY,0.258,2019-07-14T17:49:23Z,Move Up (Lost Gravity),Mr. Polska,,38
34,0.707,https://api.spotify.com/v1/audio-analysis/20x1lxz8foqlzvMct4cPYT,0.486,199920,0.352,20x1lxz8foqlzvMct4cPYT,0.0,9,0.115,-7.775,0,0.0272,137.679,4,https://api.spotify.com/v1/tracks/20x1lxz8foqlzvMct4cPYT,audio_features,spotify:track:20x1lxz8foqlzvMct4cPYT,0.201,2019-07-13T09:17:46Z,Crash,Sum 41,,42
35,0.0678,https://api.spotify.com/v1/audio-analysis/1cN45YtJost0rjvbseomXj,0.61,282476,0.782,1cN45YtJost0rjvbseomXj,0.132,6,0.0693,-6.878,0,0.0462,128.004,4,https://api.spotify.com/v1/tracks/1cN45YtJost0rjvbseomXj,audio_features,spotify:track:1cN45YtJost0rjvbseomXj,0.119,2019-07-13T01:53:15Z,Mistaken (feat. Alex Aris) - Club Mix,"Martin Garrix,Matisse & Sadko,Alex Aris",,49
36,0.451,https://api.spotify.com/v1/audio-analysis/2ahydS3UcOoAF2usK3I1ph,0.624,252000,0.647,2ahydS3UcOoAF2usK3I1ph,0.0,9,0.383,-6.584,0,0.0357,95.021,4,https://api.spotify.com/v1/tracks/2ahydS3UcOoAF2usK3I1ph,audio_features,spotify:track:2ahydS3UcOoAF2usK3I1ph,0.452,2019-07-12T17:32:25Z,美人魚,JJ Lin,,41
37,0.000408,https://api.spotify.com/v1/audio-analysis/7pS3mwBEpFuiBQp7nYzybw,0.723,139524,0.759,7pS3mwBEpFuiBQp7nYzybw,0.704,8,0.334,-4.212,1,0.0449,125.966,4,https://api.spotify.com/v1/tracks/7pS3mwBEpFuiBQp7nYzybw,audio_features,spotify:track:7pS3mwBEpFuiBQp7nYzybw,0.405,2019-07-12T02:33:48Z,Takeoff,Matisse & Sadko,,44
38,0.177,https://api.spotify.com/v1/audio-analysis/29WAoBFCndvO78qMdDwNUl,0.557,256147,0.668,29WAoBFCndvO78qMdDwNUl,1.79e-05,11,0.397,-8.51,1,0.0267,133.943,4,https://api.spotify.com/v1/tracks/29WAoBFCndvO78qMdDwNUl,audio_features,spotify:track:29WAoBFCndvO78qMdDwNUl,0.454,2019-07-11T21:44:47Z,我落淚˙情緒零碎,Jay Chou,,34
39,0.00236,https://api.spotify.com/v1/audio-analysis/2gqzTQEn4g5ly0n5ScdMx0,0.382,234609,0.698,2gqzTQEn4g5ly0n5ScdMx0,5.24e-05,6,0.108,-3.409,1,0.0374,127.816,3,https://api.spotify.com/v1/tracks/2gqzTQEn4g5ly0n5ScdMx0,audio_features,spotify:track:2gqzTQEn4g5ly0n5ScdMx0,0.151,2019-07-11T05:38:20Z,Love You Forever,"Nicky Romero,Stadiumx,Sam Martin",,64
40,0.415,https://api.spotify.com/v1/audio-analysis/2VFGae9mdQ2dc9373j6hPK,0.616,197013,0.636,2VFGae9mdQ2dc9373j6hPK,0.0,11,0.1,-3.846,1,0.0394,74.855,4,https://api.spotify.com/v1/tracks/2VFGae9mdQ2dc9373j6hPK,audio_features,spotify:track:2VFGae9mdQ2dc9373j6hPK,0.584,2019-07-09T18:55:40Z,Better Man,Westlife,,44
41,0.0287,https://api.spotify.com/v1/audio-analysis/1ldZTHOK49s7Day3wkx0is,0.711,212493,0.814,1ldZTHOK49s7Day3wkx0is,0.0,2,0.0762,-3.536,1,0.0335,130.038,4,https://api.spotify.com/v1/tracks/1ldZTHOK49s7Day3wkx0is,audio_features,spotify:track:1ldZTHOK49s7Day3wkx0is,0.451,2019-07-09T18:24:15Z,Dynamite,Westlife,,60
42,0.175,https://api.spotify.com/v1/audio-analysis/4fK2NU9UyQJV74ZGiSVYsr,0.447,175312,0.684,4fK2NU9UyQJV74ZGiSVYsr,0.0,9,0.478,-4.721,0,0.09,125.655,4,https://api.spotify.com/v1/tracks/4fK2NU9UyQJV74ZGiSVYsr,audio_features,spotify:track:4fK2NU9UyQJV74ZGiSVYsr,0.437,2019-07-06T22:30:24Z,Carry On - Nicky Romero Remix,"Kygo,Rita Ora,Nicky Romero",,66
43,0.897,https://api.spotify.com/v1/audio-analysis/4XIIUMREAyXWlI7dubeFJw,0.605,202447,0.0145,4XIIUMREAyXWlI7dubeFJw,0.0,0,0.354,-19.451,0,0.0514,140.762,3,https://api.spotify.com/v1/tracks/4XIIUMREAyXWlI7dubeFJw,audio_features,spotify:track:4XIIUMREAyXWlI7dubeFJw,0.137,2019-07-06T06:18:31Z,If You Leave,Meredith Brackbill,,49
44,0.914,https://api.spotify.com/v1/audio-analysis/4VuS959DSpr82t3qBqCrWG,0.589,221107,0.242,4VuS959DSpr82t3qBqCrWG,0.0,6,0.0887,-10.517,1,0.0442,89.749,4,https://api.spotify.com/v1/tracks/4VuS959DSpr82t3qBqCrWG,audio_features,spotify:track:4VuS959DSpr82t3qBqCrWG,0.257,2019-07-06T05:18:43Z,Supermarket Flowers,Ed Sheeran,,76
45,0.124,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,0.64,197867,0.648,4evmHXcjt3bTUHD1cvny97,0.0,5,0.0802,-8.113,0,0.187,92.977,4,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,audio_features,spotify:track:4evmHXcjt3bTUHD1cvny97,0.548,2019-07-06T05:18:20Z,Beautiful People (feat. Khalid),"Ed Sheeran,Khalid",,92
46,0.214,https://api.spotify.com/v1/audio-analysis/543bCW2ruMPmxUBWirQ3MR,0.746,206187,0.787,543bCW2ruMPmxUBWirQ3MR,0.0,4,0.0669,-6.373,1,0.12,95.005,4,https://api.spotify.com/v1/tracks/543bCW2ruMPmxUBWirQ3MR,audio_features,spotify:track:543bCW2ruMPmxUBWirQ3MR,0.607,2019-07-06T05:16:12Z,Cross Me (feat. Chance the Rapper & PnB Rock),"Ed Sheeran,Chance the Rapper,PnB Rock",,88
47,0.463,https://api.spotify.com/v1/audio-analysis/7AlqccvNLaEPyDlZUWZFWd,0.819,121008,0.245,7AlqccvNLaEPyDlZUWZFWd,0.0449,9,0.082,-13.648,1,0.175,81.964,4,https://api.spotify.com/v1/tracks/7AlqccvNLaEPyDlZUWZFWd,audio_features,spotify:track:7AlqccvNLaEPyDlZUWZFWd,0.237,2019-07-06T03:27:25Z,i'm so sad,gnash,,53
48,0.272,https://api.spotify.com/v1/audio-analysis/4BOjYuQs0fElm0ewzW7o6d,0.753,182250,0.32,4BOjYuQs0fElm0ewzW7o6d,0.0,9,0.0793,-5.757,1,0.144,160.162,4,https://api.spotify.com/v1/tracks/4BOjYuQs0fElm0ewzW7o6d,audio_features,spotify:track:4BOjYuQs0fElm0ewzW7o6d,0.418,2019-07-06T03:25:47Z,Stickwitu,"Jynjo,Aubrey Wood",,31
49,0.431,https://api.spotify.com/v1/audio-analysis/5LN7nWlZCbZTBnskfFKY9z,0.805,161496,0.608,5LN7nWlZCbZTBnskfFKY9z,0.0,11,0.181,-8.632,0,0.3,95.262,4,https://api.spotify.com/v1/tracks/5LN7nWlZCbZTBnskfFKY9z,audio_features,spotify:track:5LN7nWlZCbZTBnskfFKY9z,0.73,2019-07-06T03:20:08Z,Stick With You,Lucas Coly,,39
50,0.765,https://api.spotify.com/v1/audio-analysis/7A0T4eb6jPhhQp3KQis6ww,0.71,133277,0.226,7A0T4eb6jPhhQp3KQis6ww,0.136,9,0.133,-16.23,0,0.25,100.536,4,https://api.spotify.com/v1/tracks/7A0T4eb6jPhhQp3KQis6ww,audio_features,spotify:track:7A0T4eb6jPhhQp3KQis6ww,0.374,2019-07-06T00:50:31Z,Love Is More Depressing Than Depression,"prxz,Shiloh Dynasty",,63
51,0.0121,https://api.spotify.com/v1/audio-analysis/3KkJwheQRhqALfbNqAgQ3r,0.604,173793,0.682,3KkJwheQRhqALfbNqAgQ3r,0.0,0,0.315,-5.443,1,0.0331,145.167,4,https://api.spotify.com/v1/tracks/3KkJwheQRhqALfbNqAgQ3r,audio_features,spotify:track:3KkJwheQRhqALfbNqAgQ3r,0.484,2019-07-03T13:05:22Z,Lookin' For (feat. Danny Ocean) - R3HAB Remix,"Digital Farm Animals,R3HAB,Danny Ocean",,51
52,0.113,https://api.spotify.com/v1/audio-analysis/3iGMErA58MMTYT1mBkUkRf,0.7,188347,0.751,3iGMErA58MMTYT1mBkUkRf,0.00129,4,0.241,-3.853,0,0.0566,124.027,4,https://api.spotify.com/v1/tracks/3iGMErA58MMTYT1mBkUkRf,audio_features,spotify:track:3iGMErA58MMTYT1mBkUkRf,0.246,2019-07-02T22:05:53Z,Fantasy - R3HAB Remix,"Sofi Tukker,R3HAB",,57
53,0.0519,https://api.spotify.com/v1/audio-analysis/7DHApOHsIFo7EyfieArYGE,0.652,177391,0.453,7DHApOHsIFo7EyfieArYGE,0.0,1,0.179,-6.119,1,0.0445,88.038,3,https://api.spotify.com/v1/tracks/7DHApOHsIFo7EyfieArYGE,audio_features,spotify:track:7DHApOHsIFo7EyfieArYGE,0.432,2019-07-02T21:50:09Z,Walk Me Home,P!nk,,79
54,0.556,https://api.spotify.com/v1/audio-analysis/1qa5j1rY0oRW6DgLN2mYvp,0.625,142629,0.48,1qa5j1rY0oRW6DgLN2mYvp,4.15e-05,0,0.15,-11.589,1,0.0411,87.575,4,https://api.spotify.com/v1/tracks/1qa5j1rY0oRW6DgLN2mYvp,audio_features,spotify:track:1qa5j1rY0oRW6DgLN2mYvp,0.16,2019-07-02T21:45:10Z,Hold On Tight - Acoustic,"R3HAB,Conor Maynard",,46
55,0.0957,https://api.spotify.com/v1/audio-analysis/3kwL8x4afaomYsX3d4cmPL,0.659,153975,0.905,3kwL8x4afaomYsX3d4cmPL,0.0,2,0.229,-3.113,1,0.144,100.009,4,https://api.spotify.com/v1/tracks/3kwL8x4afaomYsX3d4cmPL,audio_features,spotify:track:3kwL8x4afaomYsX3d4cmPL,0.382,2019-07-02T21:22:49Z,Drunk Me - R3HAB Remix,"Mitchell Tenpenny,R3HAB",,50
56,0.000552,https://api.spotify.com/v1/audio-analysis/3YRCgAw6nq0qcPpGOb3FZk,0.591,158222,0.985,3YRCgAw6nq0qcPpGOb3FZk,0.16,11,0.404,-3.38,1,0.0794,135.024,4,https://api.spotify.com/v1/tracks/3YRCgAw6nq0qcPpGOb3FZk,audio_features,spotify:track:3YRCgAw6nq0qcPpGOb3FZk,0.129,2019-06-28T13:28:41Z,The People,"KSHMR,Timmy Trumpet",,51
57,0.0381,https://api.spotify.com/v1/audio-analysis/00i5R78QV23krGPEVZyZVH,0.706,243324,0.835,00i5R78QV23krGPEVZyZVH,0.0,7,0.123,-4.616,0,0.168,98.029,4,https://api.spotify.com/v1/tracks/00i5R78QV23krGPEVZyZVH,audio_features,spotify:track:00i5R78QV23krGPEVZyZVH,0.656,2019-06-27T17:19:00Z,끝,GOT7,,56
58,0.226,https://api.spotify.com/v1/audio-analysis/0lhZsFfTpITnjK5q8lrDLR,0.745,194596,0.613,0lhZsFfTpITnjK5q8lrDLR,0.0,11,0.0664,-5.368,0,0.0427,91.997,4,https://api.spotify.com/v1/tracks/0lhZsFfTpITnjK5q8lrDLR,audio_features,spotify:track:0lhZsFfTpITnjK5q8lrDLR,0.542,2019-06-27T04:26:41Z,NO ONE,"LEE HI,B.I of iKON",,71
59,0.784,https://api.spotify.com/v1/audio-analysis/06L1apH8kLF47dbhZ4Zg9A,0.609,288993,0.246,06L1apH8kLF47dbhZ4Zg9A,0.0,8,0.0825,-8.449,1,0.0376,123.773,4,https://api.spotify.com/v1/tracks/06L1apH8kLF47dbhZ4Zg9A,audio_features,spotify:track:06L1apH8kLF47dbhZ4Zg9A,0.371,2019-06-27T04:25:10Z,BREATHE,LEE HI,,60
